Institute ID,Institute Name,TLR,RPC,GO,OI,PERCEPTION,City,State,Score,Rank,Year,Institute_ID,UG_Students,Total_Students,Capital_Expenditure,Operational_Expenditure,Total_Expenditure,WOS_Publications,WOS_Citations,Scopus_Publications
IR-O-U-0064,Indian Institute of Technology Patna,66.93,29.8,54.37,51.43,12.45,Patna,Bihar,46.28,58,2019,IR-E-U-0064,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0589,Visva Bharati,60.65,26.07,74.79,41.39,11.52,Santiniketan,West Bengal,46.27,59,2019,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0554,G. B. Pant Universtiy of Agriculture and Technology,71.58,15.49,75.65,43.02,5.44,Pantnagar,Uttarakhand,46.09,60,2019,IR-E-U-0554,350.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0025,National Institute of Technology Warangal,57.88,24.71,67.97,57.45,19.51,Warangal,Telangana,46.06,61,2019,IR-E-U-0025,800.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0341,North Eastern Hill University,67.86,14.53,75.72,54.75,6.51,Shillong,Meghalaya,45.99,62,2019,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0476,Shanmugha Arts Science Technology & Research Academy,55.55,32.38,65.16,57.13,6.86,Thanjavur,Tamil Nadu,45.8,63,2019,IR-E-U-0476,2160.0,2160.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0474,Sathyabama Institute of Science and Technology,59.17,27.15,65.86,62.79,2.41,Chennai,Tamil Nadu,45.58,64,2019,IR-E-U-0474,3168.0,3168.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0052,Gauhati University,66.09,18.08,74.7,44.24,9.59,Guwahati,Assam,45.57,65,2019,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0377,Indian Institute of Science Education & Research Mohali,66.43,25.27,45.39,70.98,17.38,Mohali,Punjab,45.43,66,2019,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-I-1441,Saveetha Institute of Medical and Technical Sciences,69.98,17.64,62.16,67.15,0.0,Chennai,Tamil Nadu,45.42,67,2019,IR-E-I-1441,1320.0,1320.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0485,Tamil Nadu Agricultural University,74.72,11.58,69.31,45.1,11.52,Coimbatore,Tamil Nadu,45.41,68,2019,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0463,Madurai Kamraj University,63.94,28.11,57.1,41.36,20.28,Madurai,Tamil Nadu,45.2,69,2019,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-I-1110,Dr. D. Y. Patil Vidyapeeth,77.38,7.61,62.46,63.71,7.56,Pune,Maharashtra,45.11,70,2019,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0098,Delhi Technological University,55.99,24.33,66.89,54.61,19.51,New Delhi,Delhi,44.89,71,2019,IR-E-U-0098,1862.0,1862.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0037,Sri Venkateswara University,62.46,23.6,69.63,44.79,6.51,Tirupati,Andhra Pradesh,44.88,72,2019,IR-E-U-0037,398.0,398.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0369,Pondicherry University,47.92,26.63,73.31,59.3,19.25,Puducherry,Pondicherry,44.88,72,2019,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0020,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),67.17,19.07,63.8,57.15,3.58,Vaddeswaram,Andhra Pradesh,44.7,74,2019,IR-E-U-0020,3740.0,3740.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0381,Punjab Agricultural University,76.97,19.74,56.22,40.93,3.19,Ludhiana,Punjab,44.66,75,2019,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-C-37013,PSG College of Technology,63.69,12.61,61.03,49.95,43.66,Coimbatore,Tamil Nadu,44.46,76,2019,IR-E-C-37013,1140.0,1140.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0642,Shiv Nadar University,69.46,14.05,61.53,64.61,6.15,Dadri,Uttar Pradesh,44.45,77,2019,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-C-16604,Sri Sivasubramaniya Nadar College of Engineering,62.4,22.97,63.44,52.92,7.56,Kancheepuram,Tamil Nadu,44.35,78,2019,IR-E-C-16604,819.0,819.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0196,University of Kashmir,59.82,18.33,79.2,47.36,1.63,Srinagar,Jammu and Kashmir,44.19,79,2019,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0235,Mysore University,57.3,18.15,78.43,52.67,4.7,Mysore,Karnataka,44.06,80,2019,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0376,Guru Nanak Dev University,46.51,29.38,74.72,54.02,5.8,Amritsar,Punjab,43.69,81,2019,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0329,Symbiosis International,70.01,9.43,61.03,72.88,3.19,Pune,Maharashtra,43.65,82,2019,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-N-10,SVKM`s Narsee Monjee Institute of Management Studies,68.83,11.68,64.22,65.21,1.22,Mumbai,Maharashtra,43.63,83,2019,IR-E-N-10,420.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0497,Amity University,50.11,28.3,65.48,61.94,7.22,Gautam Budh Nagar,Uttar Pradesh,43.53,84,2019,IR-E-U-0497,2430.0,2430.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0202,Birla Institute of Technology,54.72,29.47,56.97,44.88,23.47,Ranchi,Jharkhand,43.49,85,2019,IR-E-U-0202,750.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0448,Bharathidasan University,60.74,29.05,48.92,42.77,24.17,Tiruchirappalli,Tamil Nadu,43.41,86,2019,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0389,Banasthali Vidyapith,50.4,11.67,84.87,72.01,4.33,Banasthali,Rajasthan,43.22,87,2019,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-I-1361,Bharati Vidyapeeth,63.91,11.42,64.49,60.23,13.66,Pune,Maharashtra,42.89,88,2019,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0159,Chaudhary Charan Singh Haryana Agricultural University,76.87,6.91,56.41,57.5,2.02,Hisar,Haryana,42.36,89,2019,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0251,Calicut University,56.32,16.46,71.53,53.45,7.22,Malappuram,Kerala,42.22,90,2019,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-C-41593,College of Engineering,56.36,20.52,61.36,52.28,15.42,Pune,Maharashtra,42.11,91,2019,IR-E-C-41593,756.0,756.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0295,Datta Meghe Institute of Medical Sciences,75.46,3.16,60.57,59.48,0.82,Wardha,Maharashtra,41.73,92,2019,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0577,National Institute of Technology Durgapur,47.06,28.96,64.01,47.7,12.14,Durgapur,West Bengal,41.59,93,2019,IR-E-U-0577,802.0,802.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0253,Cochin University of Science and Technology,47.22,26.88,64.8,47.56,14.84,Cochin,Kerala,41.42,94,2019,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0099,Guru Gobind Singh Indraprastha University,56.39,18.96,64.62,53.19,3.58,New Delhi,Delhi,41.21,95,2019,IR-E-U-0099,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0123,Anand Agricultural University,69.48,12.25,59.12,41.45,7.22,Anand,Gujarat,41.2,96,2019,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0470,Periyar University,52.3,20.74,59.13,53.26,19.25,Salem,Tamil Nadu,40.99,97,2019,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0225,KLE Academy of Higher Education and Research,71.23,8.73,49.52,66.05,4.33,Belagavi,Karnataka,40.92,98,2019,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0239,NITTE,70.38,9.31,48.61,66.11,6.51,Mangaluru,Karnataka,40.88,99,2019,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0487,Tamil Nadu Veterinary & Animal Sciences University,70.98,8.01,62.85,44.12,2.02,Chennai,Tamil Nadu,40.88,100,2019,IR-E-U-0487,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0456,Indian Institute of Technology Madras,85.61,92.51,86.32,63.57,97.13,Chennai,Tamil Nadu,86.76,1,2020,IR-E-U-0456,466.0,466.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0220,Indian Institute of Science,79.13,91.48,78.23,58.39,100.0,Bengaluru,Karnataka,82.67,2,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0306,Indian Institute of Technology Bombay,83.52,87.81,80.86,57.48,91.96,Mumbai,Maharashtra,82.52,3,2020,IR-E-U-0306,729.0,729.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-I-1074,Indian Institute of Technology Delhi,84.02,84.46,75.07,67.97,93.89,New Delhi,Delhi,81.75,4,2020,IR-E-I-1074,749.0,749.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-I-1075,Indian Institute of Technology Kanpur,80.5,75.23,80.74,56.97,79.3,Kanpur,Uttar Pradesh,76.5,5,2020,IR-E-I-1075,827.0,827.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0573,Indian Institute of Technology Kharagpur,74.25,76.23,83.23,55.35,82.92,Kharagpur,West Bengal,75.62,6,2020,IR-E-U-0573,656.0,656.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0560,Indian Institute of Technology Roorkee,76.68,68.37,83.16,65.31,47.28,Roorkee,Uttarakhand,71.4,7,2020,IR-E-U-0560,815.0,815.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0053,Indian Institute of Technology Guwahati,73.75,66.25,81.26,62.95,47.04,Guwahati,Assam,69.26,8,2020,IR-E-U-0053,690.0,690.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0109,Jawaharlal Nehru University,71.19,44.96,95.07,73.36,54.12,New Delhi,Delhi,66.61,9,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0500,Banaras Hindu University,64.5,45.0,100.0,53.13,49.38,Varanasi,Uttar Pradesh,63.1,10,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0570,Calcutta University,66.2,43.92,91.72,60.98,39.68,Kolkata,West Bengal,61.45,11,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0436,Amrita Vishwa Vidyapeetham,64.23,54.33,71.35,65.54,34.8,Coimbatore,Tamil Nadu,59.87,12,2020,IR-E-U-0436,2100.0,2100.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0108,Jamia Millia Islamia,66.44,43.43,86.67,72.35,20.25,New Delhi,Delhi,59.54,13,2020,IR-E-U-0108,350.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0575,Jadavpur University,51.7,51.72,87.77,50.16,53.3,Kolkata,West Bengal,58.93,14,2020,IR-E-U-0575,1143.0,1143.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0234,Manipal Academy of Higher Education,67.68,48.17,76.05,65.25,24.18,Manipal,Karnataka,58.91,15,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0013,Indian Institute of Technology Hyderabad,61.4,52.64,67.51,58.59,49.61,Hyderabad,Telangana,58.53,16,2020,IR-E-U-0013,285.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0042,University of Hyderabad,69.59,40.74,77.44,58.72,32.13,Hyderabad,Telangana,57.67,17,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0496,Aligarh Muslim University,69.06,40.86,80.06,56.93,27.0,Aligarh,Uttar Pradesh,57.38,18,2020,IR-E-U-0496,385.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0120,University of Delhi,42.65,54.23,82.66,59.6,44.81,Delhi,Delhi,56.03,19,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0323,Savitribai Phule Pune University,62.95,42.77,86.96,50.92,16.41,Pune,Maharashtra,55.83,20,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0490,Vellore Institute of Technology,48.43,56.83,69.94,59.38,38.8,Vellore,Tamil Nadu,55.39,21,2020,IR-E-U-0490,6883.0,6883.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0447,Bharathiar University,61.79,47.45,74.17,53.21,24.6,Coimbatore,Tamil Nadu,55.38,22,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0467,National Institute of Technology Tiruchirappalli,52.39,44.58,71.79,63.34,51.82,Tiruchirappalli,Tamil Nadu,54.97,23,2020,IR-E-U-0467,884.0,884.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0305,Indian Institute of Science Education & Research Pune,67.24,45.58,59.31,58.75,28.91,Pune,Maharashtra,54.47,24,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0439,Anna University,51.91,43.09,73.11,51.35,61.72,Chennai,Tamil Nadu,54.42,25,2020,IR-E-U-0439,2740.0,2740.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0205,Indian Institute of Technology (Indian School of Mines),48.18,56.64,71.16,55.15,27.0,Dhanbad,Jharkhand,53.88,26,2020,IR-E-U-0205,824.0,824.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0308,Institute of Chemical Technology,50.05,55.82,75.96,46.07,22.04,Mumbai,Maharashtra,53.76,27,2020,IR-E-U-0308,211.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0701,Indian Institute of Technology (Banaras Hindu University) Varanasi,55.87,47.41,69.88,56.69,31.08,Varanasi,Uttar Pradesh,53.74,28,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0391,Birla Institute of Technology & Science -Pilani,55.81,43.13,72.05,59.5,32.81,Pilani,Rajasthan,53.32,29,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0273,Indian Institute of Technology Indore,57.51,49.25,69.71,56.59,15.91,Indore,Madhya Pradesh,53.22,30,2020,IR-E-U-0273,260.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0378,Indian Institute of Technology Ropar,72.76,32.92,62.05,63.88,23.76,Rupnagar,Punjab,52.89,31,2020,IR-E-U-0378,260.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0237,National Institute of Technology Karnataka,53.81,41.74,73.32,65.58,30.01,Surathkal,Karnataka,52.88,32,2020,IR-E-U-0237,868.0,868.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0139,Indian Institute of Technology Gandhinagar,71.26,37.15,57.21,64.21,23.76,Gandhinagar,Gujarat,52.77,33,2020,IR-E-U-0139,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0235,Mysore University,68.77,18.79,90.54,54.24,6.85,Mysuru,Karnataka,50.49,34,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0572,Indian Institute of Science Education & Research Kolkata,59.67,38.82,66.26,53.53,23.34,Mohanpur,West Bengal,50.48,35,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0304,Homi Bhabha National Institute,68.64,36.45,65.98,50.79,6.22,Mumbai,Maharashtra,50.42,36,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0363,Siksha `O` Anusandhan,63.89,29.92,71.34,65.89,13.28,Bhubaneswar,Odisha,50.34,37,2020,IR-E-U-0363,1260.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0078,Panjab University,48.88,40.86,71.57,53.49,37.31,Chandigarh,Chandigarh,50.31,38,2020,IR-E-U-0078,836.0,836.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0356,Kalinga Institute of Industrial Technology,62.4,27.78,70.0,78.43,11.06,Bhubaneswar,Odisha,50.0,39,2020,IR-E-U-0356,3450.0,3450.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0377,"Indian Institute of Science Education & Research, Mohali",62.43,31.86,59.58,71.65,22.04,Mohali,Punjab,49.58,40,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0357,National Institute of Technology Rourkela,49.19,48.29,65.32,51.66,17.89,Rourkela,Odisha,49.27,41,2020,IR-E-U-0357,710.0,710.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0476,Shanmugha Arts Science Technology & Research Academy,58.58,38.28,66.3,57.78,10.48,Thanjavur,Tamil Nadu,49.15,42,2020,IR-E-U-0476,1860.0,1860.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0260,Kerala University,64.77,19.93,89.11,51.53,4.91,Thiruvananthapuram,Kerala,48.87,43,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0497,Amity University,48.98,43.27,67.55,64.66,12.18,Gautam Budh Nagar,Uttar Pradesh,48.87,43,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-I-1480,Thapar Institute of Engineering and Technology,50.44,42.26,67.3,56.35,19.32,Patiala,Punjab,48.83,45,2020,IR-E-I-1480,1625.0,1625.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0584,Indian Institute of Engineering Science and Technology,51.58,38.99,68.65,50.22,27.77,Shibpur,West Bengal,48.7,46,2020,IR-E-U-0584,566.0,566.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-I-1357,University of Madras,61.35,31.82,66.43,53.88,20.25,Chennai,Tamil Nadu,48.66,47,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0006,"Andhra University, Visakhapatnam",55.04,25.59,85.84,54.46,18.37,Visakhapatnam,Andhra Pradesh,48.65,48,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-I-1441,Saveetha Institute of Medical and Technical Sciences,61.78,34.28,64.91,65.99,2.18,Chennai,Tamil Nadu,48.63,49,2020,IR-E-I-1441,1320.0,1320.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0272,Indian Institute of Science Education & Research Bhopal,63.78,30.9,63.49,66.63,8.1,Bhopal,Madhya Pradesh,48.57,50,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0064,Indian Institute of Technology Patna,60.04,37.02,57.6,53.94,16.41,Patna,Bihar,47.67,51,2020,IR-E-U-0064,225.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0262,Mahatma Gandhi University,59.27,34.73,68.77,52.55,4.24,Kottayam,Kerala,47.62,52,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0473,S.R.M. Institute of Science and Technology,49.93,39.07,68.47,58.6,10.48,Chennai,Tamil Nadu,47.3,53,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0098,Delhi Technological University,54.52,29.82,65.95,59.25,25.82,New Delhi,Delhi,46.98,54,2020,IR-E-U-0098,2210.0,2210.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0334,Visvesvaraya National Institute of Technology,49.85,37.31,68.93,55.11,15.39,Nagpur,Maharashtra,46.98,54,2020,IR-E-U-0334,746.0,746.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0222,JSS Academy of Higher Education and Research,63.04,19.39,66.7,70.04,18.85,Mysuru,Karnataka,46.95,56,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0435,Alagappa University,58.71,27.32,67.45,51.68,23.34,Karaikudi,Tamil Nadu,46.79,57,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0355,Indian Institute of Technology Bhubaneswar,51.73,37.83,62.64,55.02,18.85,Bhubaneswar,Odisha,46.78,58,2020,IR-E-U-0355,260.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0025,National Institute of Technology Warangal,50.61,31.04,70.32,56.38,25.01,Warangal,Telangana,46.69,59,2020,IR-E-U-0025,800.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0523,King George`s Medical University,64.39,27.23,62.97,57.57,8.1,Lucknow,Uttar Pradesh,46.65,60,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0474,Sathyabama Institute of Science and Technology,54.06,34.0,64.82,64.68,7.48,Chennai,Tamil Nadu,46.6,61,2020,IR-E-U-0474,2700.0,2700.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0136,Gujarat University,64.76,15.7,81.28,56.13,5.57,Ahmedabad,Gujarat,46.57,62,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0027,Osmania University,52.04,28.16,79.86,51.62,13.82,Hyderabad,Telangana,46.57,62,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0107,Jamia Hamdard,57.82,27.62,69.75,60.64,8.1,New Delhi,Delhi,46.46,64,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0253,Cochin University of Science and Technology,54.37,29.63,70.28,52.7,14.88,Cochin,Kerala,46.02,65,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0389,Banasthali Vidyapith,54.19,14.23,83.55,75.99,10.48,Banasthali,Rajasthan,45.89,66,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0052,Gauhati University,55.17,19.05,83.56,58.4,10.48,Guwahati,Assam,45.87,67,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0329,Symbiosis International,61.83,18.5,64.52,72.16,14.35,Pune,Maharashtra,45.65,68,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0020,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),58.89,30.78,64.62,55.99,2.18,Vaddeswaram,Andhra Pradesh,45.64,69,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0331,Tata Institute of Social Sciences,61.2,12.32,77.33,72.28,8.71,Mumbai,Maharashtra,45.63,70,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0577,National Institute of Technology Durgapur,50.51,34.26,66.66,56.15,9.9,Durgapur,West Bengal,45.36,71,2020,IR-E-U-0577,672.0,672.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0410,Malaviya National Institute of Technology,56.13,35.12,57.57,58.38,5.57,Jaipur,Rajasthan,45.29,72,2020,IR-E-U-0410,716.0,716.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0056,Tezpur University,58.32,30.02,61.65,52.17,11.62,Tezpur,Assam,45.22,73,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0458,Kalasalingam Academy of Research and Education,56.74,21.81,65.2,73.06,11.62,Srivilliputtur,Tamil Nadu,45.07,74,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0446,Bharath Institute of Higher Education & Research,55.4,24.41,67.59,67.94,5.57,Chennai,Tamil Nadu,44.81,75,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0196,University of Kashmir,60.49,19.51,77.03,50.12,2.18,Srinagar,Jammu and Kashmir,44.64,76,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0747,Chandigarh University,57.48,14.24,63.4,75.44,28.91,Mohali,Punjab,44.62,77,2020,IR-E-U-0747,3240.0,3240.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0374,Dr. B. R. Ambedkar National Institute of Technology,54.39,25.23,64.17,63.76,14.35,Jalandhar,Punjab,44.53,78,2020,IR-E-U-0374,786.0,786.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-I-1486,Sri Ramachandra Institute of Higher Education and Research,64.83,18.35,61.13,64.73,7.48,Chennai,Tamil Nadu,44.4,79,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-I-1110,Dr. D. Y. Patil Vidyapeeth,65.15,14.45,63.29,61.56,14.88,Pune,Maharashtra,44.19,80,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0379,Lovely Professional University,47.55,27.51,63.87,65.97,20.7,Phagwara,Punjab,43.95,81,2020,IR-E-U-0379,5310.0,5310.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0184,Indian Institute of Technology Mandi,50.05,30.59,61.27,62.07,12.73,Mandi,Himachal Pradesh,43.93,82,2020,IR-E-U-0184,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0463,Madurai Kamaraj University,61.71,24.77,57.68,48.43,14.35,Madurai,Tamil Nadu,43.75,83,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0642,Shiv Nadar University,59.5,19.37,63.5,59.14,13.28,Dadri,Uttar Pradesh,43.6,84,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0376,Guru Nanak Dev University,40.78,28.63,76.11,53.77,17.89,Amritsar,Punjab,43.21,85,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-C-37013,PSG College of Technology,55.37,18.13,58.69,50.17,43.26,Coimbatore,Tamil Nadu,43.14,86,2020,IR-E-C-37013,1140.0,1140.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0369,Pondicherry University,39.94,30.1,72.4,58.18,17.89,Puducherry,Pondicherry,43.1,87,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0530,Motilal Nehru National Institute of Technology,47.86,28.49,67.68,54.77,11.06,Prayagraj,Uttar Pradesh,43.04,88,2020,IR-E-U-0530,886.0,886.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-C-16604,Sri Sivasubramaniya Nadar College of Engineering,53.36,29.01,59.42,53.63,9.9,Kancheepuram,Tamil Nadu,42.94,89,2020,IR-E-C-16604,900.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0448,Bharathidasan University,54.74,29.92,53.67,47.8,18.85,Tiruchirappalli,Tamil Nadu,42.79,90,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0341,North Eastern Hill University,55.53,16.31,74.61,51.63,11.62,Shillong,Meghalaya,42.79,90,2020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
